year,month,day,week,temp_2,temp_1,average,actual,forecast_noaa,forecast_acc,forecast_under,friend
2012,3,28,Mon,97,76,22.21230373986772,44,63,100,8,86
2017,4,10,Wed,70,74,90.30068740474657,47,89,23,72,13
2016,7,13,Tue,100,13,-9.909944837440733,-9,83,78,85,50
2008,11,30,Fri,51,1,58.28000828007208,4,88,68,-18,82
2013,11,11,Fri,42,67,31.202533345148126,0,7,74,30,82
2016,5,3,Fri,48,42,91.51031294618667,-2,-17,28,47,-19
2003,12,22,Sun,79,15,92.35736418665937,77,-9,66,23,43
2017,3,10,Sun,81,71,75.01459444167452,49,46,19,4,73
2019,1,11,Sun,22,63,-8.079044729033228,31,16,81,1,91
2014,7,6,Wed,73,40,-17.009490146746195,33,-17,47,21,-18
2010,6,1,Sun,39,61,-3.472602994201573,14,-6,79,54,45
2011,10,6,Tue,80,21,18.940703624959518,-18,7,50,-13,9
2008,7,5,Sat,8,75,9.213254962894531,12,16,-11,70,80
2012,2,7,Fri,65,12,24.74085958963189,52,-12,49,23,72
2014,12,22,Wed,57,53,-2.6876798476212187,-14,-7,74,89,14
2014,4,12,Sun,53,-12,71.05288104279171,84,75,-17,32,81
2004,2,12,Mon,-10,98,82.28087952068482,6,91,0,65,1
2022,8,7,Thu,14,4,39.04225895288508,-20,46,21,46,80
2018,7,2,Tue,2,-8,95.73973653422279,19,90,63,6,61
2019,1,28,Wed,51,26,-5.438321557846081,-3,61,60,-10,41
2013,2,1,Thu,0,93,-7.196518931639037,14,29,95,6,83
2016,2,30,Thu,16,24,4.248297290476277,60,57,-15,-14,88
2017,4,23,Sun,7,-16,98.81141935874207,18,4,-10,70,33
2020,3,25,Wed,95,10,30.396235231725143,-10,18,61,90,77
2002,1,18,Sat,74,10,91.81680247026341,80,5,98,54,39
2001,12,12,Sat,37,77,4.443180258695353,24,39,52,36,88
2000,2,7,Wed,32,69,82.37847994979879,54,31,-9,68,92
2009,11,19,Wed,7,50,17.512222738996556,-18,49,10,18,17
2018,9,22,Fri,21,20,68.86232790809201,56,5,10,30,9
2016,1,3,Mon,70,94,97.9098798113512,31,27,22,59,-19
2011,9,29,Sat,83,25,92.89598192171334,39,33,37,0,-1
2000,7,10,Fri,64,92,80.59070348553419,71,94,29,69,23
2011,2,29,Thu,52,31,-13.92505953868824,37,20,98,100,59
2016,2,27,Thu,72,63,53.54015570228982,81,95,77,70,47
2002,5,27,Thu,40,86,81.08923088247042,33,-20,59,36,91
2010,5,11,Wed,58,65,28.318517366684077,90,93,20,30,56
2016,4,5,Tue,12,-16,68.47374178098035,13,0,91,88,57
2022,12,31,Fri,34,-9,-3.2883053247265686,98,57,55,96,-12
2002,10,2,Tue,16,0,1.388577774523661,7,89,92,-4,87
2007,10,8,Sun,26,-12,57.88884918687623,40,51,56,10,-7
2019,12,14,Mon,15,72,32.890433448776406,45,98,15,-7,-10
2003,3,8,Mon,94,70,6.408401912384889,100,4,56,66,-11
2020,4,23,Fri,7,-4,14.227752704166797,89,92,23,-19,73
2021,10,6,Thu,-11,83,54.889155722464224,45,-3,45,69,50
2006,4,1,Sun,2,3,67.76986511973612,16,-6,92,5,36
2013,2,24,Sat,71,6,5.121314038499683,-5,21,-6,1,-15
2013,5,1,Mon,77,-13,95.57847161514866,51,-1,56,85,-4
2003,5,8,Tue,-16,23,-19.010376453885293,83,-5,13,7,-8
2015,5,11,Tue,61,41,64.70753507619229,54,-14,69,-15,38
2021,11,18,Sat,98,8,15.211078250635858,24,72,49,91,26
2000,11,24,Wed,-15,62,37.90026533950866,-6,74,64,82,99
2016,10,10,Thu,21,53,48.95149268060682,-17,72,23,-2,-17
2009,1,12,Wed,26,3,47.944141985261936,2,60,12,35,5
2021,6,20,Fri,66,13,73.92960058422605,51,-16,58,0,11
2015,11,23,Mon,7,99,79.6835290528482,59,-3,78,21,35
2015,2,16,Sat,84,39,-11.124727473710694,-5,57,71,-1,46
2007,7,5,Sat,-8,83,65.06407859955141,67,74,85,74,-10
2006,4,16,Sat,93,10,28.28595676853923,32,93,-15,70,97
2005,5,24,Wed,4,89,79.04930181454766,-11,-3,80,58,63
2015,5,12,Wed,-14,94,53.675734912557644,13,43,97,23,37
2019,5,31,Fri,45,-17,-18.761391813852214,-3,90,19,100,31
2015,2,6,Tue,59,84,60.64227545062566,32,4,-15,10,8
2006,5,30,Tue,37,88,92.01093914360436,-5,54,54,-12,-19
2008,3,31,Sun,45,74,-9.945274715137616,79,5,-7,29,86
2013,4,5,Fri,15,-12,39.80191801705637,41,48,64,60,47
2010,2,1,Sat,-19,69,55.728274280411796,31,-5,63,62,75
2013,4,19,Tue,92,56,3.699489828995109,94,42,-16,11,28
2006,9,10,Fri,17,100,58.73367774762998,36,51,24,53,92
2000,8,25,Tue,53,91,-13.974386430213615,51,56,38,19,0
2012,11,31,Sun,-7,69,89.58719037283531,43,37,52,31,-4
2019,12,14,Fri,6,33,72.28111564529603,63,75,73,48,88
2002,3,25,Tue,-6,-20,93.86383933284309,2,97,85,56,56
2019,1,21,Sat,64,83,30.62959729193617,19,6,22,96,75
2003,1,3,Wed,-9,40,-15.861335034464503,-7,28,81,6,94
2010,6,6,Wed,94,52,21.325624616666282,59,69,32,-19,-18
2001,3,5,Sun,22,10,42.405937520465926,81,52,6,-20,21
2013,4,31,Sat,76,67,93.24049688042912,-3,26,99,-13,27
2011,1,17,Tue,36,24,86.85104489608824,83,50,48,-11,95
2016,8,18,Sat,83,92,51.88268678441382,94,29,48,71,74
2011,1,12,Fri,65,39,68.30002250937211,73,25,27,48,10
2011,5,5,Wed,81,65,95.42169335664643,15,-13,99,93,-20
2000,6,30,Mon,87,100,82.92158268788164,79,-19,100,98,71
2012,2,9,Sun,95,52,59.7171467995597,18,-3,83,45,66
2013,7,12,Tue,27,82,45.346673987626716,83,15,58,97,95
2001,7,20,Mon,40,66,37.600932189412774,20,67,90,20,98
2011,1,9,Mon,61,63,71.54977946380191,-20,98,52,27,48
2020,4,3,Sun,23,98,77.86153483749915,60,77,90,95,-20
2015,12,1,Thu,31,21,6.334924246906834,71,21,4,96,59
2003,4,22,Mon,41,64,37.35703867992967,50,81,-13,60,54
2007,5,15,Mon,-19,6,73.30947541914266,63,-10,57,27,15
2001,1,10,Sat,72,37,61.76060728179094,21,38,82,12,80
2009,1,14,Thu,50,48,51.580795313140655,3,31,11,68,59
2008,7,7,Thu,10,60,19.170909768798573,96,53,74,48,38
2022,9,4,Thu,84,77,53.71546144192496,44,72,40,71,40
2014,1,26,Sun,61,52,54.06948099846531,-3,28,66,30,55
2012,2,5,Fri,52,13,32.32441287823953,69,35,87,43,73
2022,6,20,Thu,100,-11,96.19626619542086,-7,83,-20,61,87
2016,6,16,Sat,51,87,59.027687413529875,-2,49,90,2,-17
2015,2,3,Fri,12,45,82.93434321039955,61,91,10,31,98
2001,9,17,Tue,-16,90,-4.39606053429055,100,53,50,78,28
2019,4,13,Fri,91,4,71.57033039295929,88,9,-6,61,20
2019,7,6,Tue,57,-18,52.82618414241412,-14,34,85,54,81
2013,6,26,Thu,37,13,17.301567625074178,43,7,49,22,39
2002,11,5,Thu,56,50,-3.5001853231912854,-19,72,-5,86,51
2022,11,16,Tue,-10,7,25.937308442890853,-14,30,57,53,51
2011,3,11,Wed,63,-12,33.40663723269013,7,68,87,-11,100
2007,8,17,Sat,2,-10,-2.9677197564701103,71,79,60,79,0
2001,7,5,Fri,24,72,61.085353353081445,85,6,53,52,19
2003,9,6,Sat,6,97,17.16026791029652,60,77,72,85,51
2013,3,10,Sat,58,59,77.53077345462448,9,31,85,56,72
2015,1,21,Mon,73,18,58.450202051822984,64,13,51,66,58
2018,2,1,Thu,35,72,17.570792295030543,80,11,36,-20,57
2001,12,30,Fri,38,-8,23.562373304868032,52,23,-10,-5,81
2011,11,21,Sat,59,78,93.99985495558343,15,-17,-3,-2,53
2013,12,10,Fri,88,-10,94.72246198517699,95,27,24,55,70
2005,1,17,Sat,19,14,30.62287142450119,1,77,-1,-16,19
2012,11,27,Thu,-3,90,62.17957959085797,58,-5,59,34,96
2003,5,3,Sat,30,-13,98.57663368900393,57,39,70,41,6
2021,10,28,Tue,40,-14,100.28020652874211,6,26,66,-16,21
2017,2,29,Thu,90,48,-11.271758689987593,61,89,-7,100,83
2011,3,2,Fri,85,49,46.97339573653122,-11,54,55,-14,78
2019,8,29,Sun,2,36,67.92068667815494,91,-6,88,87,15
2021,10,17,Wed,15,94,2.610799639066304,1,99,6,57,-10
2020,5,4,Sat,17,14,79.45050783748074,2,81,56,12,56
2018,4,2,Tue,51,73,36.68297550949809,31,73,59,-15,14
2007,5,5,Thu,35,-10,40.22794234687868,21,35,76,61,96
2006,10,10,Mon,18,17,13.193088512821241,20,70,67,-15,64
2015,6,1,Sun,72,70,16.317862060599047,27,-5,55,30,16
2018,12,28,Sun,55,99,-9.815044178838068,48,-20,-12,73,87
2005,7,26,Thu,61,64,92.71343456107375,30,4,-8,-9,-9
2019,9,1,Sun,93,57,26.20588040374672,68,43,24,93,29
2020,1,27,Fri,62,28,-0.3701673990142851,-20,71,-13,78,4
2010,4,26,Fri,79,14,-2.775080510473355,67,22,93,54,71
2004,12,4,Mon,76,8,29.296137810515603,76,-7,35,-17,42
2015,12,7,Tue,48,67,56.497155754099495,35,77,99,56,98
2006,9,14,Fri,82,79,74.11163661251952,80,99,61,-20,87
2004,5,14,Tue,7,20,91.87719474051308,50,27,70,31,99
2010,8,18,Tue,69,88,56.91994782053361,3,47,84,81,61
2014,12,2,Thu,86,75,30.90007215385843,-6,-7,76,32,-11
2002,1,1,Tue,0,-15,31.055521980569722,54,59,-14,72,37
2004,4,21,Sat,41,-11,49.49961236428503,23,-6,56,-7,82
2022,12,22,Fri,2,63,45.10294840707391,60,77,-6,0,-18
2020,12,16,Fri,0,63,57.53856747633499,28,56,77,84,48
2004,9,29,Wed,54,69,40.912661905636526,66,-4,35,10,34
2008,1,22,Sun,85,64,-12.862106943723699,28,71,83,20,-9
2014,1,18,Tue,99,88,40.58813056892591,47,31,63,36,57
2002,4,16,Wed,82,2,-17.273474817692957,74,-11,35,-14,24
2005,3,28,Thu,-5,25,1.853563603785151,97,90,16,40,20
2016,7,28,Wed,41,-9,26.87874803252503,77,-4,43,-6,75
2020,11,23,Sun,76,34,46.708304444985586,53,-13,84,85,21
2007,3,22,Tue,70,-8,2.362999682902913,16,-19,-4,-12,12
2020,1,24,Sun,44,53,13.432379713780733,53,35,72,72,49
2010,12,6,Fri,87,-14,25.279530338159695,21,44,0,39,73
2005,11,25,Thu,59,80,3.8630396791195807,38,34,57,35,-15
2007,10,10,Tue,-16,-9,100.85039141878605,54,98,72,67,74
2009,2,2,Thu,25,40,77.37030744793287,74,48,84,-6,-19
2002,10,7,Mon,43,4,78.12333068658977,-11,78,90,64,5
2022,4,21,Tue,61,-19,48.83252664801981,86,65,65,84,27
2013,1,17,Mon,20,83,96.32027904230627,81,86,31,67,75
2022,1,3,Wed,77,5,68.59627962304046,32,59,12,-14,36
2013,12,20,Tue,23,83,20.036314652596616,21,96,56,3,48
2009,8,12,Mon,68,30,53.87372584958409,-13,52,85,36,25
2011,7,2,Sat,85,48,45.787705652027995,54,15,74,66,27
2005,8,7,Fri,77,41,50.21494766100649,63,-12,-9,43,20
2011,4,17,Wed,-6,51,78.94492737367017,3,-7,75,4,86
2022,6,19,Tue,47,85,41.656985551888255,30,53,25,51,-5
2013,3,12,Tue,30,88,68.16550077079717,50,1,49,13,31
2001,11,9,Fri,33,52,10.322210420123955,39,-5,54,78,-9
2008,8,27,Fri,47,18,92.77949537501725,0,20,66,33,-6
2009,4,14,Sun,68,63,-9.54775871415692,87,46,50,65,64
2016,3,2,Mon,84,95,100.22316934554732,32,7,36,98,80
2016,4,21,Mon,56,94,56.55344610349282,-15,73,-1,13,0
2002,6,4,Mon,21,-10,36.86412770193417,10,8,47,7,4
2018,11,28,Sun,25,83,17.60463788434015,-9,44,64,-20,60
2000,7,19,Thu,4,43,29.022168193364642,80,7,23,87,51
2011,7,21,Wed,46,65,74.67321923955527,-8,65,9,16,98
2006,12,16,Tue,14,59,-3.1286114773686258,28,11,4,9,9
2003,4,22,Wed,95,85,10.574901874777215,10,31,10,93,12
2009,8,17,Fri,91,81,-5.028987643470359,-12,-10,-19,4,45
2012,7,2,Sat,52,21,31.625196863512805,6,5,63,94,12
2001,2,17,Wed,57,-11,26.853945056246985,95,10,89,39,95
2009,8,19,Wed,1,68,58.502973322556144,32,-1,84,-19,7
2020,9,8,Mon,91,-2,100.48162569266549,60,63,33,7,69
2021,5,24,Fri,-12,-17,87.97547161703571,94,76,-7,27,20
2003,4,20,Wed,3,62,86.52570076951258,30,48,81,7,-20
2017,4,6,Tue,2,-18,58.130689272657136,51,20,2,66,42
2004,4,12,Mon,40,60,12.74360385558942,6,46,48,81,14
2018,6,25,Sun,16,-7,26.474364826195668,19,23,31,3,27
2001,11,30,Wed,24,-11,10.264777762249828,100,93,62,100,86
2011,4,23,Fri,-6,-15,-3.6548347933510996,41,39,29,78,18
2016,7,18,Sat,36,10,32.75978068019758,37,77,50,51,-1
2009,7,27,Tue,79,10,88.60174131265026,-6,74,64,79,56
2001,5,2,Sat,-7,27,70.00477317036216,18,85,12,-3,74
2005,5,19,Fri,31,-12,99.16538540480933,49,-14,63,-1,17
2007,10,24,Fri,99,96,3.572873946138966,75,73,-12,47,2
2018,8,10,Fri,63,55,40.56583075747467,91,33,74,-13,-9
2010,7,31,Sat,82,87,75.95857794530933,-13,42,-13,69,-15
2011,7,25,Thu,15,89,35.71580482396564,14,61,54,35,67
2008,6,29,Tue,6,5,22.96157987945454,42,59,-14,40,77
2001,7,30,Fri,-4,-19,78.72230450092134,10,-8,0,18,76
2007,7,3,Thu,69,85,32.06727322668329,85,12,92,63,-14
2010,10,25,Mon,20,-17,90.46905566110726,69,-14,71,-3,30
2020,2,28,Thu,-17,75,12.476569372570992,21,9,32,76,-7
2003,10,12,Mon,-18,71,88.4709043076454,67,-10,-6,38,79
2009,2,26,Sat,-2,-15,13.693761773186452,94,49,51,-3,-5
2020,10,16,Sun,20,9,15.037281906164615,45,0,31,77,89
2019,7,12,Sun,19,34,30.89069688668401,20,11,55,62,2
2015,10,8,Thu,37,7,42.41323452657749,-20,-16,48,21,-3
2007,7,5,Sat,18,40,30.605235841798894,53,85,51,32,72
2003,7,11,Fri,-14,56,84.3200399207392,93,72,16,12,-14
2009,5,10,Thu,15,34,76.26386003053544,66,14,57,0,47
2011,1,3,Thu,62,89,17.493481455873365,12,26,-17,50,4
2013,2,27,Fri,55,15,41.89390593341894,87,-9,70,39,12
2015,9,23,Mon,-1,53,32.154615852108584,16,16,58,-7,30
2021,8,9,Fri,81,53,-13.215490885252002,36,89,63,12,67
2017,8,12,Tue,55,-16,70.5257827387836,100,23,40,-17,2
2020,10,6,Sun,8,8,1.9816600645694002,-10,1,1,22,29
2021,1,19,Sun,73,79,93.03114876657492,63,-10,85,-19,0
2020,6,16,Thu,63,-9,28.131186385326195,69,66,28,19,82
2011,9,21,Tue,47,1,55.293216814637546,89,34,15,29,42
2017,8,23,Fri,45,38,79.01422013762647,26,88,73,74,0
2006,3,24,Sun,26,89,1.8159047314249221,45,-11,76,42,91
2019,4,29,Sat,73,18,45.47749855933323,68,21,42,28,6
2022,3,14,Fri,2,-19,8.727795105898682,-17,67,71,89,60
2006,6,28,Wed,-15,-7,41.670161040493625,62,96,17,73,96
2008,9,4,Tue,-3,-11,50.11175802794682,56,89,19,43,5
2000,8,18,Sun,32,27,0.46607308877002396,62,95,43,29,-2
2005,10,10,Wed,1,43,50.279047905600336,56,59,47,-11,76
2005,4,18,Tue,80,-18,35.043868717382665,34,55,35,95,37
2021,2,12,Sat,47,51,43.16195669362381,-9,34,-7,64,91
2011,8,19,Wed,86,98,89.50100926522241,45,29,-19,93,95
2021,8,8,Wed,54,39,38.54017858054842,16,11,80,95,-14
2011,12,1,Tue,84,60,37.61397316925889,93,67,90,2,74
2009,11,14,Fri,14,47,36.91823157819283,2,47,42,16,82
2022,6,23,Mon,54,0,55.395739460497765,34,85,-2,51,-6
2005,8,6,Fri,77,73,24.46959516031683,-2,76,57,-11,45
2016,9,14,Mon,-12,-2,76.96457165955393,46,-3,50,4,88
2018,1,2,Tue,10,58,14.612063710983868,67,90,-12,12,45
2017,9,9,Thu,99,-1,16.245090293045905,2,60,12,-4,60
2005,2,29,Fri,100,37,51.238778978986744,-17,64,67,94,77
2018,1,12,Wed,85,21,11.446611076690438,-3,44,95,3,26
2009,8,5,Fri,75,73,-9.116510235190042,-9,89,40,28,25
2007,8,2,Tue,22,-11,4.87585033483111,14,87,85,85,68
2020,11,19,Thu,78,2,90.55254269859729,6,4,86,93,91
2005,4,7,Thu,92,67,-18.705228601471266,22,10,64,9,54
2020,8,7,Fri,54,-9,-3.8511724286704485,57,86,23,44,23
2006,7,10,Fri,-4,-12,71.7227958497341,74,63,44,60,-12
2000,2,17,Sat,30,58,98.56316180930757,46,69,64,7,50
2017,5,31,Fri,79,8,63.270420755792955,48,-2,36,-8,-10
2019,10,26,Tue,45,61,91.60247290604319,43,73,83,36,94
2011,4,14,Mon,3,-1,83.48352656202658,72,68,3,39,35
2015,3,27,Sat,89,44,38.07638838469934,82,79,81,-11,-17
2009,1,11,Mon,-6,-18,20.356312688300477,31,92,23,44,16
2009,5,28,Wed,7,-13,56.50078150890002,-4,-3,84,63,69
2013,10,20,Sun,-18,18,44.559962725436634,62,47,47,-14,96
2019,8,6,Tue,8,43,-16.87465232304542,78,70,-15,39,13
2009,12,8,Sat,31,10,95.83295757998323,12,12,46,42,59
2009,9,19,Thu,33,90,48.99993122231504,51,49,13,75,84
2010,7,30,Sat,37,51,85.81350679299797,31,-14,4,64,26
2022,12,19,Wed,24,58,68.89025069152326,80,-20,96,5,9
2001,11,24,Thu,97,1,21.24079219723032,14,81,6,88,97
2019,1,24,Sat,56,75,89.04011705633167,-1,78,-3,96,25
2007,1,24,Thu,29,-16,75.64110472567899,60,66,-16,50,59
2022,1,17,Fri,1,87,32.004786855370156,24,59,97,17,49
2006,2,24,Thu,31,87,81.69786800838988,56,38,67,33,12
2007,1,24,Sat,32,37,12.857832255516207,47,13,75,24,29
2000,4,18,Thu,10,52,61.1527009378414,29,77,64,83,-6
2020,10,12,Tue,50,96,-6.135608463645413,37,74,23,91,-1
2001,9,9,Fri,98,84,84.75789598505108,9,86,77,37,55
2017,12,23,Fri,91,58,68.26135270069508,49,74,72,20,67
2014,4,24,Wed,27,90,-1.5392924174204872,-19,31,98,24,19
2000,4,16,Fri,97,42,-17.418512763269906,58,-10,-16,70,11
2004,7,18,Mon,69,40,27.174012858413597,100,-13,40,13,84
2001,11,16,Tue,10,31,61.70798346792547,13,94,93,55,76
2019,9,16,Wed,81,87,14.260836187230325,31,67,71,55,91
2002,7,4,Mon,81,80,97.76387774566001,63,66,-15,37,89
2018,1,23,Thu,-17,12,93.0964479736492,-5,75,54,58,-9
2017,1,22,Sun,14,1,52.350796207033724,22,32,18,63,-6
2021,4,7,Mon,76,30,18.187487782994012,43,-6,91,-11,38
2017,4,1,Wed,46,-10,88.44857947454643,92,7,-13,100,39
2013,1,24,Fri,43,37,77.21997173230656,72,63,78,89,51
2007,6,29,Tue,62,29,-9.575323319774656,6,-7,54,69,-17
2011,10,23,Sun,-12,49,37.63506238476301,98,69,63,-4,6
2020,2,29,Wed,25,-4,98.72700232025636,44,37,97,53,80
2009,11,20,Mon,62,25,34.922550285226066,-8,93,94,40,37
2022,5,1,Sun,35,23,92.8819248619539,19,36,22,99,32
2019,8,31,Mon,35,36,98.25201057915214,11,31,65,-10,57
2016,3,8,Wed,62,-16,26.870469006144496,46,16,20,-4,18
2010,9,26,Sun,5,18,96.71157572235164,-7,-19,55,54,-6
2001,7,23,Sat,39,37,-3.3091950684540237,99,13,91,-6,-2
2003,9,8,Sat,56,91,-0.6255472135717639,99,13,48,-17,96
2000,1,10,Wed,65,100,13.461752559269428,37,37,77,68,-7
2014,5,1,Sat,91,-12,36.57429859523289,71,77,85,79,50
2012,12,21,Wed,51,72,1.9039978057470108,25,52,77,32,-15
2007,3,25,Fri,67,2,21.161502124824665,69,40,9,26,13
2003,4,21,Sun,69,26,-7.457974222375663,64,87,38,74,67
2009,4,29,Wed,27,15,32.03098166129823,89,96,2,25,4
2018,11,14,Thu,37,10,80.12489657427388,94,33,79,8,20
2017,12,14,Tue,84,63,52.00147811360863,54,95,36,10,68
2004,7,10,Tue,84,2,78.02925503605618,70,93,4,52,29
2018,10,28,Thu,42,35,-3.5787638729416003,87,46,27,27,90
2022,11,19,Mon,99,50,28.331730618889402,38,9,49,35,58
2021,8,25,Mon,98,25,-15.241891659472273,100,62,21,44,21
2015,11,29,Mon,37,37,24.767464655924236,44,74,8,-18,46
2000,10,16,Sun,-18,15,54.35422602484738,12,59,64,-17,79
2011,5,9,Mon,-14,47,48.83317364542276,25,86,50,-2,45
2001,12,20,Fri,31,67,-12.70095194746029,61,38,80,20,1
2020,10,16,Thu,93,39,-12.490806474042305,33,37,24,1,7
2007,7,20,Tue,41,-7,16.91316481294485,45,99,20,94,75
2017,3,27,Thu,99,4,73.33929954532265,-17,3,52,51,82
2015,3,8,Tue,-19,50,-17.510214337757724,33,-6,42,4,68
2004,3,7,Mon,12,58,54.52719783510656,93,1,98,-17,-20
2021,12,11,Fri,-9,23,2.22790923704704,-17,11,26,88,23
2012,4,21,Wed,27,25,94.26226533287343,98,54,79,32,2
2018,6,6,Wed,55,-8,32.05606083274797,-4,72,-20,30,-16
2002,5,15,Sat,32,41,-14.2060456007267,91,21,74,57,91
2007,8,19,Mon,53,-2,66.35025611840832,59,38,-1,-16,78
2011,12,14,Mon,20,-9,38.63774204320567,52,67,71,29,54
2001,5,15,Thu,96,91,86.63008584365814,69,62,89,29,-6
2010,11,6,Fri,70,69,58.870837909683985,53,34,-2,38,48
2011,12,29,Fri,61,27,63.79560501031713,50,-16,44,72,81
2017,5,24,Thu,37,12,72.83844276127941,52,89,72,0,-17
2012,10,10,Fri,47,58,30.8628793413162,34,20,53,58,23
2004,2,14,Sun,83,16,75.89821005270686,27,36,15,2,53
2021,12,16,Sun,2,-15,-13.874620619555792,70,32,2,60,52
2011,11,13,Fri,64,68,72.62881597071058,75,17,61,-18,12
2001,11,11,Sun,15,96,56.99324831793244,28,-20,8,76,39
2004,5,25,Wed,73,60,48.56646998538295,2,39,71,99,85
2006,12,3,Fri,91,22,18.49622492690458,6,73,23,29,49
2011,7,8,Sun,64,79,-6.192374379820922,4,55,-14,33,25
2015,2,28,Mon,66,29,58.311298896463356,72,25,10,70,6
2022,6,3,Wed,0,95,37.07218298972901,3,-17,17,-5,86
2007,7,2,Mon,51,25,6.35922736457179,59,-6,84,-15,7
2008,5,21,Mon,82,98,-14.752630181716995,59,60,45,20,25
2014,9,14,Sun,34,52,45.19058525927176,71,95,58,33,86
2004,4,20,Sun,100,7,-4.718147460110531,-1,-9,1,-11,13
2012,10,29,Thu,35,78,92.45974580075061,32,-20,88,97,8
2004,1,21,Sat,-8,46,-1.7735451223866328,62,56,54,8,75
2010,8,22,Fri,83,-10,-16.12492706699384,53,9,33,38,34
2009,8,15,Fri,1,-1,11.707749197986345,5,53,33,60,36
2019,7,3,Fri,-14,66,1.169750176204861,39,79,62,82,1
2012,8,1,Fri,3,97,75.73982523707244,-19,-15,-15,25,-6
2008,2,15,Sun,40,9,15.01045535679927,-18,52,52,57,6
2020,3,20,Wed,-16,80,9.67410741798054,82,29,41,-9,53
2013,9,22,Tue,29,15,100.37181739362136,35,-19,87,81,68
2017,1,2,Mon,41,87,-1.8425232642089213,45,-15,8,8,39
2014,8,18,Sat,34,99,-9.715176952266185,4,54,22,57,54
2009,8,1,Sat,5,55,16.980516807747556,88,69,46,51,51
2006,7,9,Tue,94,79,29.015929078471196,47,71,93,28,0
2007,11,3,Tue,-11,78,72.01132549492338,-6,56,99,83,51
2002,5,2,Tue,-10,98,95.60871416530641,61,17,88,19,16
2014,4,4,Sun,19,77,72.40493372198115,-14,55,41,60,3
2015,10,16,Wed,81,47,67.92325486597508,70,62,-8,22,89
2003,10,22,Tue,-10,67,99.96519635121402,61,-3,90,82,27
2020,10,1,Wed,91,15,72.60901242708687,50,-2,94,66,2
2005,10,9,Sun,73,37,-3.1164846850765393,99,7,43,-14,96
2000,6,25,Thu,-17,7,35.84509832720937,72,-9,26,-9,67
2003,12,8,Thu,-19,18,40.92405901948077,20,75,39,59,-8
2010,11,6,Sat,56,45,16.882048682998388,39,31,-6,-8,97
2011,1,20,Thu,18,22,-0.12267351233633406,23,56,-16,40,82
2004,5,18,Wed,60,-16,66.1206038429781,12,95,48,26,38
2022,4,16,Wed,2,71,13.576853565385626,45,66,-19,-2,-16
2020,4,8,Mon,24,-8,55.58324703444555,61,79,93,-18,-6
2015,7,23,Tue,53,79,19.033358843370202,89,37,17,86,3
2012,9,28,Fri,56,-12,41.25459600380055,2,73,93,99,54
2012,8,30,Fri,21,82,20.78338921193137,43,1,73,51,35
2016,11,4,Tue,82,73,29.82277629364522,-15,81,33,19,60
2006,12,3,Fri,21,36,68.5800488625427,42,24,71,-9,-13
2007,8,15,Fri,8,6,86.94281372617647,22,41,18,10,85
2012,5,6,Sun,-5,40,41.55823330781871,4,21,75,14,67
2022,6,31,Fri,46,56,53.84037846956255,62,46,-1,63,98
2015,2,31,Sat,79,85,84.59358878629718,-13,-12,-1,71,81
2003,11,1,Wed,39,82,-2.670089468160235,96,43,8,45,70
2007,3,18,Wed,-17,29,-0.3740439657883705,16,-6,14,6,21
2015,5,23,Wed,79,71,23.46767146484369,69,9,11,-18,94
2020,2,11,Tue,-5,61,17.39726195681559,72,5,-4,27,-14
2009,3,3,Thu,20,13,99.35121724951671,38,73,95,0,95
2011,4,30,Sat,-15,64,48.255128972799255,7,48,30,94,3
2011,6,13,Sat,21,44,43.3927019830442,32,74,-13,31,6
2004,5,17,Fri,36,24,50.0249554121651,99,100,0,-14,80
2015,10,18,Mon,7,66,85.89367939942478,50,1,2,30,88
2000,4,26,Wed,79,13,9.469280028463483,34,33,94,76,-18
2008,2,26,Sun,2,79,41.82704076423113,15,84,30,24,65
2011,12,14,Sat,55,52,12.78654632826452,41,37,70,25,27
2004,11,25,Sat,21,-13,74.44973362724008,-6,58,-15,12,81
2021,5,7,Mon,74,93,74.03094584325247,33,88,31,15,1
2019,5,7,Fri,-9,73,95.8489959523369,40,32,-13,-4,19
2021,11,14,Sat,75,27,34.06546924144078,76,78,78,-15,27
2002,7,26,Sat,68,15,-0.8032227046670108,33,-2,48,95,28
2004,1,24,Thu,43,79,88.46571786449222,48,13,12,0,8
2001,4,15,Mon,37,61,87.76291677426269,8,61,41,17,53
2013,11,12,Sun,30,45,8.39501437348029,60,-7,44,13,-4
2001,5,12,Sun,8,96,13.428647802670561,88,1,42,28,85
2012,8,8,Fri,-2,-10,17.923106976203577,6,67,67,40,-14
2006,12,16,Fri,65,31,34.66175899505043,60,-8,11,37,22
2009,12,9,Wed,67,99,80.31422506788078,94,43,34,91,14
2012,8,2,Thu,76,15,-2.5312432452758102,47,35,12,55,19
2015,1,14,Fri,79,74,64.74730302190815,92,51,17,-9,46
2013,5,24,Thu,24,10,22.68882644473721,-9,21,-19,-3,56
2010,10,24,Wed,83,3,3.6752422285200588,2,98,87,41,-15
2009,1,29,Sun,33,89,20.951054870866642,29,45,60,91,60
2005,1,16,Mon,89,0,44.526388911829,54,42,-11,-15,-19
2003,2,5,Sat,59,75,91.49109745061759,79,21,80,56,18
2020,2,5,Sat,45,92,56.02050350939706,55,70,80,74,81
2000,9,20,Tue,51,9,53.45681668830535,52,13,45,68,12
2006,4,30,Tue,-8,100,-6.84233454030268,67,8,55,27,85
