Filial,Cidade,Sexo,Categoria,Tipo Cliente,Tipo Promoção,Vendas,Quantidade,Data,Semana,Mês,Ano,Preço Unitário,Preço Unitário com Desconto,Valor Total
Filial E,Belém,M,Ar condicionado,Pessoa Jurídica,Promoção C,56,19,2041-05-02,18,5,2041,139,97.3,1848.7
Filial D,Porto Velho,M,Ar condicionado,Pessoa Física,Promoção B,19,2,2041-05-03,18,5,2041,62,49.6,99.2
Filial E,Boa Vista,M,Ar condicionado,Pessoa Física,Promoção C,57,15,2041-05-04,18,5,2041,103,72.1,1081.5
Filial B,Rio Branco,F,Eletro-eletrônicos,Pessoa Jurídica,Sem Promoção,44,3,2041-05-05,18,5,2041,103,103.0,309.0
Filial B,Rio Branco,F,Eletro-eletrônicos,Pessoa Física,Sem Promoção,98,5,2041-05-06,19,5,2041,16,16.0,80.0
Filial B,Boa Vista,M,Eletro-eletrônicos,Pessoa Física,Promoção A,35,11,2041-05-07,19,5,2041,76,68.4,752.4000000000001
Filial D,Manaus,M,Informática,Pessoa Física,Promoção B,1,7,2041-05-08,19,5,2041,146,116.80000000000001,817.6000000000001
Filial C,Macapá,F,Ar condicionado,Pessoa Jurídica,Sem Promoção,52,6,2041-05-09,19,5,2041,125,125.0,750.0
Filial E,Boa Vista,F,Informática,Pessoa Jurídica,Promoção A,85,14,2041-05-10,19,5,2041,148,133.20000000000002,1864.8000000000002
Filial D,Rio Branco,F,Informática,Pessoa Física,Promoção A,93,1,2041-05-11,19,5,2041,46,41.4,41.4
Filial A,Boa Vista,M,Ar condicionado,Pessoa Física,Sem Promoção,70,17,2041-05-12,19,5,2041,151,151.0,2567.0
Filial C,Rio Branco,F,Móveis,Pessoa Física,Sem Promoção,37,17,2041-05-13,20,5,2041,156,156.0,2652.0
Filial E,Belém,M,Eletro-eletrônicos,Pessoa Jurídica,Promoção C,65,14,2041-05-14,20,5,2041,17,11.899999999999999,166.59999999999997
Filial C,Macapá,F,Ar condicionado,Pessoa Física,Promoção A,51,10,2041-05-15,20,5,2041,144,129.6,1296.0
Filial D,Porto Velho,M,Móveis,Pessoa Jurídica,Promoção A,1,8,2041-05-16,20,5,2041,68,61.2,489.6
Filial E,Rio Branco,M,Eletro-eletrônicos,Pessoa Física,Sem Promoção,91,8,2041-05-17,20,5,2041,132,132.0,1056.0
Filial D,Palmas,M,Ar condicionado,Pessoa Física,Promoção A,21,14,2041-05-18,20,5,2041,16,14.4,201.6
Filial B,Macapá,M,Eletro-eletrônicos,Pessoa Física,Promoção A,53,7,2041-05-19,20,5,2041,129,116.10000000000001,812.7
Filial A,Palmas,F,Informática,Pessoa Física,Promoção B,16,6,2041-05-20,21,5,2041,192,153.60000000000002,921.6000000000001
Filial A,Macapá,M,Eletro-eletrônicos,Pessoa Jurídica,Promoção B,61,4,2041-05-21,21,5,2041,12,9.600000000000001,38.400000000000006
Filial B,Manaus,F,Eletro-eletrônicos,Pessoa Física,Sem Promoção,54,1,2041-05-22,21,5,2041,76,76.0,76.0
Filial C,Porto Velho,F,Informática,Pessoa Jurídica,Promoção C,40,15,2041-05-23,21,5,2041,27,18.9,283.5
Filial C,Rio Branco,M,Móveis,Pessoa Jurídica,Promoção C,26,15,2041-05-24,21,5,2041,54,37.8,567.0
Filial D,Manaus,M,Móveis,Pessoa Jurídica,Sem Promoção,80,1,2041-05-25,21,5,2041,106,106.0,106.0
Filial A,Belém,M,Eletro-eletrônicos,Pessoa Física,Promoção C,92,3,2041-05-26,21,5,2041,101,70.69999999999999,212.09999999999997
Filial C,Boa Vista,F,Informática,Pessoa Jurídica,Promoção C,65,5,2041-05-27,22,5,2041,173,121.1,605.5
Filial D,Belém,M,Móveis,Pessoa Física,Promoção C,74,5,2041-05-28,22,5,2041,153,107.1,535.5
Filial B,Boa Vista,F,Ar condicionado,Pessoa Jurídica,Sem Promoção,64,4,2041-05-29,22,5,2041,88,88.0,352.0
Filial D,Boa Vista,M,Ar condicionado,Pessoa Física,Promoção C,43,17,2041-05-30,22,5,2041,166,116.19999999999999,1975.3999999999999
Filial B,Palmas,F,Eletro-eletrônicos,Pessoa Física,Sem Promoção,17,14,2041-05-31,22,5,2041,68,68.0,952.0
Filial A,Macapá,F,Ar condicionado,Pessoa Física,Promoção C,59,8,2041-06-01,22,6,2041,155,108.5,868.0
Filial A,Boa Vista,F,Móveis,Pessoa Física,Sem Promoção,23,2,2041-06-02,22,6,2041,186,186.0,372.0
Filial C,Palmas,F,Eletro-eletrônicos,Pessoa Jurídica,Sem Promoção,7,8,2041-06-03,23,6,2041,183,183.0,1464.0
Filial D,Macapá,F,Informática,Pessoa Física,Promoção C,44,1,2041-06-04,23,6,2041,92,64.39999999999999,64.39999999999999
Filial A,Manaus,F,Móveis,Pessoa Jurídica,Promoção A,53,4,2041-06-05,23,6,2041,166,149.4,597.6
Filial E,Belém,F,Informática,Pessoa Jurídica,Promoção A,71,19,2041-06-06,23,6,2041,118,106.2,2017.8
Filial C,Manaus,M,Eletro-eletrônicos,Pessoa Física,Promoção A,79,5,2041-06-07,23,6,2041,187,168.3,841.5
Filial E,Macapá,M,Móveis,Pessoa Física,Promoção A,34,5,2041-06-08,23,6,2041,64,57.6,288.0
Filial D,Palmas,M,Móveis,Pessoa Jurídica,Promoção B,46,19,2041-06-09,23,6,2041,164,131.20000000000002,2492.8
Filial E,Palmas,M,Eletro-eletrônicos,Pessoa Jurídica,Sem Promoção,68,12,2041-06-10,24,6,2041,144,144.0,1728.0
Filial D,Porto Velho,F,Móveis,Pessoa Física,Promoção A,78,1,2041-06-11,24,6,2041,100,90.0,90.0
Filial C,Porto Velho,M,Eletro-eletrônicos,Pessoa Física,Promoção A,78,7,2041-06-12,24,6,2041,92,82.8,579.6
Filial D,Palmas,F,Ar condicionado,Pessoa Física,Promoção B,16,17,2041-06-13,24,6,2041,135,108.0,1836.0
Filial A,Palmas,F,Eletro-eletrônicos,Pessoa Jurídica,Promoção A,71,2,2041-06-14,24,6,2041,90,81.0,162.0
Filial C,Rio Branco,M,Móveis,Pessoa Jurídica,Sem Promoção,96,11,2041-06-15,24,6,2041,178,178.0,1958.0
Filial E,Manaus,F,Informática,Pessoa Física,Promoção B,19,7,2041-06-16,24,6,2041,148,118.4,828.8000000000001
Filial E,Palmas,M,Informática,Pessoa Física,Promoção A,2,17,2041-06-17,25,6,2041,14,12.6,214.2
Filial A,Rio Branco,F,Eletro-eletrônicos,Pessoa Jurídica,Promoção B,10,3,2041-06-18,25,6,2041,75,60.0,180.0
Filial C,Manaus,F,Eletro-eletrônicos,Pessoa Jurídica,Promoção C,50,6,2041-06-19,25,6,2041,120,84.0,504.0
Filial B,Porto Velho,F,Móveis,Pessoa Jurídica,Promoção A,81,11,2041-06-20,25,6,2041,193,173.70000000000002,1910.7000000000003
Filial E,Porto Velho,F,Móveis,Pessoa Física,Promoção C,12,18,2041-06-21,25,6,2041,21,14.7,264.59999999999997
Filial A,Belém,F,Eletro-eletrônicos,Pessoa Física,Promoção A,70,18,2041-06-22,25,6,2041,179,161.1,2899.7999999999997
Filial B,Rio Branco,M,Informática,Pessoa Jurídica,Promoção B,22,10,2041-06-23,25,6,2041,115,92.0,920.0
Filial C,Rio Branco,F,Informática,Pessoa Física,Promoção B,32,5,2041-06-24,26,6,2041,84,67.2,336.0
Filial D,Rio Branco,M,Informática,Pessoa Física,Sem Promoção,84,15,2041-06-25,26,6,2041,147,147.0,2205.0
Filial B,Porto Velho,M,Ar condicionado,Pessoa Física,Promoção B,1,4,2041-06-26,26,6,2041,37,29.6,118.4
Filial C,Rio Branco,F,Ar condicionado,Pessoa Jurídica,Sem Promoção,54,1,2041-06-27,26,6,2041,16,16.0,16.0
Filial B,Rio Branco,F,Ar condicionado,Pessoa Jurídica,Promoção B,58,15,2041-06-28,26,6,2041,151,120.80000000000001,1812.0000000000002
Filial A,Macapá,M,Informática,Pessoa Jurídica,Sem Promoção,70,17,2041-06-29,26,6,2041,86,86.0,1462.0
Filial C,Palmas,F,Informática,Pessoa Física,Promoção B,83,19,2041-06-30,26,6,2041,70,56.0,1064.0
Filial C,Rio Branco,M,Ar condicionado,Pessoa Física,Promoção C,18,14,2041-07-01,27,7,2041,60,42.0,588.0
Filial D,Porto Velho,M,Móveis,Pessoa Física,Promoção C,6,19,2041-07-02,27,7,2041,179,125.3,2380.7
Filial C,Boa Vista,M,Eletro-eletrônicos,Pessoa Física,Sem Promoção,45,18,2041-07-03,27,7,2041,145,145.0,2610.0
Filial A,Belém,F,Informática,Pessoa Jurídica,Promoção C,97,2,2041-07-04,27,7,2041,187,130.9,261.8
Filial C,Belém,M,Informática,Pessoa Física,Promoção A,23,6,2041-07-05,27,7,2041,138,124.2,745.2
Filial C,Boa Vista,F,Informática,Pessoa Jurídica,Promoção A,23,13,2041-07-06,27,7,2041,20,18.0,234.0
Filial E,Macapá,M,Móveis,Pessoa Jurídica,Sem Promoção,26,17,2041-07-07,27,7,2041,116,116.0,1972.0
Filial A,Palmas,M,Móveis,Pessoa Jurídica,Promoção A,77,6,2041-07-08,28,7,2041,57,51.300000000000004,307.8
Filial E,Boa Vista,F,Ar condicionado,Pessoa Jurídica,Promoção B,7,5,2041-07-09,28,7,2041,147,117.60000000000001,588.0
Filial B,Belém,F,Móveis,Pessoa Jurídica,Promoção B,79,7,2041-07-10,28,7,2041,152,121.60000000000001,851.2
Filial B,Porto Velho,F,Móveis,Pessoa Física,Promoção C,44,1,2041-07-11,28,7,2041,112,78.39999999999999,78.39999999999999
Filial A,Macapá,M,Ar condicionado,Pessoa Física,Promoção A,27,13,2041-07-12,28,7,2041,56,50.4,655.1999999999999
Filial E,Macapá,M,Móveis,Pessoa Jurídica,Sem Promoção,26,19,2041-07-13,28,7,2041,162,162.0,3078.0
Filial B,Macapá,F,Móveis,Pessoa Jurídica,Promoção C,97,1,2041-07-14,28,7,2041,121,84.69999999999999,84.69999999999999
Filial E,Macapá,F,Eletro-eletrônicos,Pessoa Física,Promoção A,79,13,2041-07-15,29,7,2041,15,13.5,175.5
Filial C,Manaus,M,Informática,Pessoa Jurídica,Promoção C,36,11,2041-07-16,29,7,2041,20,14.0,154.0
Filial C,Macapá,F,Informática,Pessoa Física,Promoção A,55,7,2041-07-17,29,7,2041,26,23.400000000000002,163.8
Filial C,Manaus,M,Móveis,Pessoa Física,Promoção C,64,3,2041-07-18,29,7,2041,152,106.39999999999999,319.2
Filial C,Macapá,F,Eletro-eletrônicos,Pessoa Jurídica,Sem Promoção,91,1,2041-07-19,29,7,2041,25,25.0,25.0
Filial C,Manaus,M,Eletro-eletrônicos,Pessoa Jurídica,Promoção A,57,8,2041-07-20,29,7,2041,65,58.5,468.0
Filial A,Belém,M,Ar condicionado,Pessoa Jurídica,Promoção C,69,17,2041-07-21,29,7,2041,75,52.5,892.5
Filial E,Rio Branco,F,Eletro-eletrônicos,Pessoa Física,Promoção B,61,13,2041-07-22,30,7,2041,173,138.4,1799.2
Filial E,Macapá,F,Ar condicionado,Pessoa Jurídica,Promoção C,2,14,2041-07-23,30,7,2041,92,64.39999999999999,901.5999999999999
Filial C,Rio Branco,M,Eletro-eletrônicos,Pessoa Física,Promoção A,55,5,2041-07-24,30,7,2041,175,157.5,787.5
Filial B,Macapá,F,Móveis,Pessoa Jurídica,Promoção A,97,6,2041-07-25,30,7,2041,84,75.60000000000001,453.6
Filial A,Belém,M,Eletro-eletrônicos,Pessoa Física,Promoção A,80,6,2041-07-26,30,7,2041,136,122.4,734.4000000000001
Filial B,Macapá,F,Informática,Pessoa Física,Promoção A,87,8,2041-07-27,30,7,2041,140,126.0,1008.0
Filial E,Palmas,M,Ar condicionado,Pessoa Jurídica,Promoção A,38,13,2041-07-28,30,7,2041,27,24.3,315.90000000000003
Filial C,Palmas,M,Móveis,Pessoa Física,Promoção A,80,18,2041-07-29,31,7,2041,98,88.2,1587.6000000000001
Filial C,Belém,M,Informática,Pessoa Jurídica,Promoção B,78,4,2041-07-30,31,7,2041,191,152.8,611.2
Filial D,Palmas,F,Eletro-eletrônicos,Pessoa Jurídica,Promoção A,29,17,2041-07-31,31,7,2041,103,92.7,1575.9
Filial D,Porto Velho,F,Ar condicionado,Pessoa Jurídica,Promoção C,26,5,2041-08-01,31,8,2041,26,18.2,91.0
Filial C,Porto Velho,M,Móveis,Pessoa Jurídica,Promoção A,35,3,2041-08-02,31,8,2041,123,110.7,332.1
Filial B,Manaus,M,Móveis,Pessoa Física,Promoção C,79,4,2041-08-03,31,8,2041,116,81.19999999999999,324.79999999999995
Filial A,Rio Branco,M,Eletro-eletrônicos,Pessoa Jurídica,Promoção A,67,5,2041-08-04,31,8,2041,108,97.2,486.0
Filial B,Palmas,M,Informática,Pessoa Jurídica,Promoção C,87,14,2041-08-05,32,8,2041,22,15.399999999999999,215.59999999999997
Filial B,Manaus,M,Eletro-eletrônicos,Pessoa Física,Sem Promoção,29,15,2041-08-06,32,8,2041,72,72.0,1080.0
Filial E,Boa Vista,M,Informática,Pessoa Jurídica,Promoção A,34,17,2041-08-07,32,8,2041,23,20.7,351.9
Filial B,Manaus,M,Móveis,Pessoa Jurídica,Promoção B,97,6,2041-08-08,32,8,2041,196,156.8,940.8000000000001
Filial B,Belém,M,Eletro-eletrônicos,Pessoa Física,Promoção B,41,10,2041-08-09,32,8,2041,173,138.4,1384.0
Filial E,Rio Branco,M,Móveis,Pessoa Física,Sem Promoção,41,16,2041-08-10,32,8,2041,27,27.0,432.0
Filial E,Porto Velho,M,Ar condicionado,Pessoa Jurídica,Promoção B,23,17,2041-08-11,32,8,2041,142,113.60000000000001,1931.2
Filial E,Rio Branco,M,Ar condicionado,Pessoa Jurídica,Promoção B,71,14,2041-08-12,33,8,2041,23,18.400000000000002,257.6
Filial E,Rio Branco,F,Eletro-eletrônicos,Pessoa Jurídica,Promoção A,3,12,2041-08-13,33,8,2041,34,30.6,367.20000000000005
Filial E,Boa Vista,M,Móveis,Pessoa Física,Promoção C,58,9,2041-08-14,33,8,2041,53,37.099999999999994,333.9
Filial A,Porto Velho,M,Informática,Pessoa Jurídica,Promoção B,32,15,2041-08-15,33,8,2041,130,104.0,1560.0
Filial D,Belém,F,Móveis,Pessoa Jurídica,Promoção C,31,12,2041-08-16,33,8,2041,48,33.599999999999994,403.19999999999993
Filial D,Porto Velho,F,Ar condicionado,Pessoa Física,Promoção B,82,14,2041-08-17,33,8,2041,149,119.2,1668.8
Filial A,Manaus,M,Móveis,Pessoa Jurídica,Sem Promoção,43,18,2041-08-18,33,8,2041,113,113.0,2034.0
Filial A,Rio Branco,M,Móveis,Pessoa Jurídica,Promoção B,7,6,2041-08-19,34,8,2041,198,158.4,950.4000000000001
Filial B,Manaus,F,Informática,Pessoa Jurídica,Promoção B,1,4,2041-08-20,34,8,2041,71,56.800000000000004,227.20000000000002
Filial A,Manaus,F,Informática,Pessoa Jurídica,Promoção C,61,12,2041-08-21,34,8,2041,62,43.4,520.8
Filial D,Belém,F,Móveis,Pessoa Jurídica,Promoção B,14,13,2041-08-22,34,8,2041,62,49.6,644.8000000000001
Filial C,Macapá,F,Ar condicionado,Pessoa Jurídica,Sem Promoção,52,19,2041-08-23,34,8,2041,165,165.0,3135.0
Filial C,Boa Vista,M,Ar condicionado,Pessoa Física,Promoção C,96,13,2041-08-24,34,8,2041,172,120.39999999999999,1565.1999999999998
Filial C,Belém,M,Eletro-eletrônicos,Pessoa Jurídica,Promoção C,6,12,2041-08-25,34,8,2041,127,88.89999999999999,1066.8
Filial B,Rio Branco,M,Eletro-eletrônicos,Pessoa Jurídica,Promoção B,10,3,2041-08-26,35,8,2041,74,59.2,177.60000000000002
Filial D,Manaus,F,Informática,Pessoa Física,Promoção A,71,3,2041-08-27,35,8,2041,140,126.0,378.0
Filial E,Palmas,M,Ar condicionado,Pessoa Jurídica,Promoção B,90,14,2041-08-28,35,8,2041,52,41.6,582.4
Filial E,Palmas,M,Móveis,Pessoa Física,Promoção B,98,18,2041-08-29,35,8,2041,59,47.2,849.6
Filial C,Porto Velho,F,Eletro-eletrônicos,Pessoa Física,Sem Promoção,30,19,2041-08-30,35,8,2041,146,146.0,2774.0
Filial B,Palmas,M,Ar condicionado,Pessoa Jurídica,Sem Promoção,21,10,2041-08-31,35,8,2041,45,45.0,450.0
Filial C,Macapá,M,Informática,Pessoa Jurídica,Promoção B,60,17,2041-09-01,35,9,2041,32,25.6,435.20000000000005
Filial A,Porto Velho,F,Informática,Pessoa Jurídica,Promoção C,81,15,2041-09-02,36,9,2041,83,58.099999999999994,871.4999999999999
Filial A,Rio Branco,F,Móveis,Pessoa Física,Promoção B,97,19,2041-09-03,36,9,2041,59,47.2,896.8000000000001
Filial B,Rio Branco,F,Eletro-eletrônicos,Pessoa Física,Sem Promoção,74,9,2041-09-04,36,9,2041,64,64.0,576.0
Filial B,Palmas,F,Informática,Pessoa Jurídica,Promoção C,63,4,2041-09-05,36,9,2041,134,93.8,375.2
Filial B,Boa Vista,F,Móveis,Pessoa Física,Promoção B,42,15,2041-09-06,36,9,2041,21,16.8,252.0
Filial B,Rio Branco,F,Informática,Pessoa Jurídica,Promoção A,51,19,2041-09-07,36,9,2041,92,82.8,1573.2
Filial C,Belém,F,Ar condicionado,Pessoa Física,Promoção B,64,16,2041-09-08,36,9,2041,41,32.800000000000004,524.8000000000001
Filial B,Porto Velho,M,Eletro-eletrônicos,Pessoa Jurídica,Promoção A,76,8,2041-09-09,37,9,2041,161,144.9,1159.2
Filial B,Porto Velho,M,Informática,Pessoa Jurídica,Promoção A,56,17,2041-09-10,37,9,2041,95,85.5,1453.5
Filial B,Manaus,F,Móveis,Pessoa Jurídica,Promoção A,80,1,2041-09-11,37,9,2041,164,147.6,147.6
Filial A,Boa Vista,F,Informática,Pessoa Física,Promoção A,41,7,2041-09-12,37,9,2041,198,178.20000000000002,1247.4
Filial D,Manaus,F,Ar condicionado,Pessoa Física,Promoção B,32,18,2041-09-13,37,9,2041,28,22.400000000000002,403.20000000000005
Filial A,Macapá,F,Ar condicionado,Pessoa Jurídica,Promoção B,15,12,2041-09-14,37,9,2041,60,48.0,576.0
Filial A,Boa Vista,F,Ar condicionado,Pessoa Jurídica,Promoção B,62,16,2041-09-15,37,9,2041,73,58.400000000000006,934.4000000000001
Filial A,Boa Vista,M,Eletro-eletrônicos,Pessoa Jurídica,Promoção A,27,1,2041-09-16,38,9,2041,139,125.10000000000001,125.10000000000001
Filial D,Porto Velho,M,Ar condicionado,Pessoa Física,Promoção B,28,15,2041-09-17,38,9,2041,173,138.4,2076.0
Filial D,Belém,M,Móveis,Pessoa Física,Promoção B,81,7,2041-09-18,38,9,2041,137,109.60000000000001,767.2
Filial A,Manaus,M,Informática,Pessoa Física,Sem Promoção,64,17,2041-09-19,38,9,2041,148,148.0,2516.0
Filial B,Porto Velho,M,Informática,Pessoa Jurídica,Promoção B,59,3,2041-09-20,38,9,2041,73,58.400000000000006,175.20000000000002
Filial A,Boa Vista,F,Informática,Pessoa Física,Promoção B,58,11,2041-09-21,38,9,2041,10,8.0,88.0
Filial A,Macapá,F,Ar condicionado,Pessoa Jurídica,Sem Promoção,2,6,2041-09-22,38,9,2041,98,98.0,588.0
Filial E,Boa Vista,F,Móveis,Pessoa Física,Promoção C,36,6,2041-09-23,39,9,2041,35,24.5,147.0
Filial E,Rio Branco,M,Ar condicionado,Pessoa Jurídica,Promoção C,71,15,2041-09-24,39,9,2041,148,103.6,1554.0
Filial A,Porto Velho,F,Eletro-eletrônicos,Pessoa Física,Promoção B,13,7,2041-09-25,39,9,2041,96,76.80000000000001,537.6000000000001
Filial D,Rio Branco,F,Eletro-eletrônicos,Pessoa Física,Promoção B,15,11,2041-09-26,39,9,2041,11,8.8,96.80000000000001
Filial A,Manaus,F,Móveis,Pessoa Física,Promoção C,89,17,2041-09-27,39,9,2041,102,71.39999999999999,1213.8
Filial C,Manaus,F,Ar condicionado,Pessoa Jurídica,Promoção A,87,18,2041-09-28,39,9,2041,177,159.3,2867.4
Filial A,Macapá,F,Informática,Pessoa Jurídica,Sem Promoção,60,19,2041-09-29,39,9,2041,128,128.0,2432.0
Filial A,Boa Vista,M,Eletro-eletrônicos,Pessoa Física,Promoção B,22,8,2041-09-30,40,9,2041,141,112.80000000000001,902.4000000000001
Filial C,Porto Velho,M,Ar condicionado,Pessoa Física,Promoção C,63,8,2041-10-01,40,10,2041,89,62.3,498.4
Filial A,Manaus,F,Eletro-eletrônicos,Pessoa Jurídica,Sem Promoção,90,11,2041-10-02,40,10,2041,120,120.0,1320.0
Filial A,Belém,M,Eletro-eletrônicos,Pessoa Física,Promoção C,97,3,2041-10-03,40,10,2041,174,121.8,365.4
Filial A,Manaus,M,Eletro-eletrônicos,Pessoa Física,Promoção C,75,14,2041-10-04,40,10,2041,135,94.5,1323.0
Filial E,Boa Vista,F,Informática,Pessoa Física,Promoção A,74,9,2041-10-05,40,10,2041,198,178.20000000000002,1603.8000000000002
Filial B,Porto Velho,F,Ar condicionado,Pessoa Jurídica,Promoção B,25,1,2041-10-06,40,10,2041,14,11.200000000000001,11.200000000000001
Filial E,Palmas,M,Ar condicionado,Pessoa Física,Sem Promoção,48,1,2041-10-07,41,10,2041,152,152.0,152.0
Filial B,Palmas,F,Informática,Pessoa Jurídica,Sem Promoção,43,12,2041-10-08,41,10,2041,35,35.0,420.0
Filial B,Belém,F,Móveis,Pessoa Jurídica,Promoção C,38,11,2041-10-09,41,10,2041,15,10.5,115.5
Filial C,Boa Vista,F,Informática,Pessoa Física,Promoção A,41,1,2041-10-10,41,10,2041,132,118.8,118.8
Filial A,Macapá,M,Ar condicionado,Pessoa Física,Promoção A,45,12,2041-10-11,41,10,2041,53,47.7,572.4000000000001
Filial A,Palmas,M,Ar condicionado,Pessoa Jurídica,Sem Promoção,88,17,2041-10-12,41,10,2041,67,67.0,1139.0
Filial B,Boa Vista,F,Móveis,Pessoa Física,Promoção B,40,15,2041-10-13,41,10,2041,90,72.0,1080.0
Filial C,Belém,M,Informática,Pessoa Jurídica,Promoção A,97,2,2041-10-14,42,10,2041,55,49.5,99.0
Filial E,Palmas,F,Ar condicionado,Pessoa Jurídica,Promoção C,17,18,2041-10-15,42,10,2041,111,77.69999999999999,1398.6
Filial C,Macapá,M,Eletro-eletrônicos,Pessoa Jurídica,Promoção C,88,16,2041-10-16,42,10,2041,179,125.3,2004.8
Filial C,Manaus,F,Móveis,Pessoa Física,Sem Promoção,57,4,2041-10-17,42,10,2041,57,57.0,228.0
Filial B,Boa Vista,F,Móveis,Pessoa Física,Promoção B,2,8,2041-10-18,42,10,2041,123,98.4,787.2
Filial E,Boa Vista,M,Móveis,Pessoa Jurídica,Promoção B,96,2,2041-10-19,42,10,2041,164,131.20000000000002,262.40000000000003
Filial E,Rio Branco,F,Eletro-eletrônicos,Pessoa Física,Promoção C,62,14,2041-10-20,42,10,2041,29,20.299999999999997,284.19999999999993
Filial B,Boa Vista,M,Ar condicionado,Pessoa Jurídica,Promoção A,88,15,2041-10-21,43,10,2041,124,111.60000000000001,1674.0000000000002
Filial E,Rio Branco,F,Ar condicionado,Pessoa Física,Promoção B,9,9,2041-10-22,43,10,2041,172,137.6,1238.3999999999999
Filial E,Porto Velho,F,Móveis,Pessoa Jurídica,Promoção B,68,2,2041-10-23,43,10,2041,85,68.0,136.0
Filial A,Belém,M,Ar condicionado,Pessoa Física,Promoção A,81,17,2041-10-24,43,10,2041,185,166.5,2830.5
Filial A,Macapá,F,Móveis,Pessoa Física,Promoção C,17,10,2041-10-25,43,10,2041,130,91.0,910.0
Filial E,Porto Velho,F,Eletro-eletrônicos,Pessoa Física,Sem Promoção,50,9,2041-10-26,43,10,2041,189,189.0,1701.0
Filial A,Rio Branco,M,Ar condicionado,Pessoa Física,Promoção B,94,2,2041-10-27,43,10,2041,118,94.4,188.8
Filial E,Porto Velho,M,Móveis,Pessoa Física,Promoção A,40,19,2041-10-28,44,10,2041,77,69.3,1316.7
Filial B,Palmas,M,Móveis,Pessoa Jurídica,Promoção A,58,17,2041-10-29,44,10,2041,141,126.9,2157.3
Filial B,Porto Velho,F,Informática,Pessoa Física,Sem Promoção,75,11,2041-10-30,44,10,2041,176,176.0,1936.0
Filial C,Belém,M,Móveis,Pessoa Física,Promoção B,85,17,2041-10-31,44,10,2041,158,126.4,2148.8
Filial B,Boa Vista,F,Móveis,Pessoa Jurídica,Promoção C,21,10,2041-11-01,44,11,2041,75,52.5,525.0
Filial E,Porto Velho,F,Ar condicionado,Pessoa Jurídica,Promoção A,18,18,2041-11-02,44,11,2041,153,137.70000000000002,2478.6000000000004
Filial A,Porto Velho,M,Ar condicionado,Pessoa Jurídica,Sem Promoção,55,6,2041-11-03,44,11,2041,144,144.0,864.0
Filial A,Belém,M,Informática,Pessoa Física,Sem Promoção,29,16,2041-11-04,45,11,2041,92,92.0,1472.0
Filial B,Macapá,F,Informática,Pessoa Jurídica,Promoção A,24,18,2041-11-05,45,11,2041,18,16.2,291.59999999999997
Filial E,Porto Velho,M,Informática,Pessoa Física,Sem Promoção,74,18,2041-11-06,45,11,2041,26,26.0,468.0
Filial D,Manaus,M,Eletro-eletrônicos,Pessoa Física,Promoção C,17,1,2041-11-07,45,11,2041,122,85.39999999999999,85.39999999999999
Filial C,Macapá,M,Informática,Pessoa Jurídica,Sem Promoção,18,3,2041-11-08,45,11,2041,149,149.0,447.0
Filial E,Palmas,F,Informática,Pessoa Jurídica,Promoção A,42,15,2041-11-09,45,11,2041,194,174.6,2619.0
Filial B,Macapá,M,Informática,Pessoa Jurídica,Promoção A,84,10,2041-11-10,45,11,2041,182,163.8,1638.0
Filial D,Macapá,M,Móveis,Pessoa Jurídica,Sem Promoção,45,5,2041-11-11,46,11,2041,129,129.0,645.0
Filial A,Belém,F,Eletro-eletrônicos,Pessoa Jurídica,Promoção A,82,15,2041-11-12,46,11,2041,20,18.0,270.0
Filial B,Palmas,F,Eletro-eletrônicos,Pessoa Jurídica,Promoção B,17,14,2041-11-13,46,11,2041,150,120.0,1680.0
Filial C,Boa Vista,M,Eletro-eletrônicos,Pessoa Jurídica,Promoção A,73,15,2041-11-14,46,11,2041,168,151.20000000000002,2268.0000000000005
Filial D,Palmas,F,Eletro-eletrônicos,Pessoa Jurídica,Sem Promoção,14,10,2041-11-15,46,11,2041,35,35.0,350.0
Filial D,Palmas,F,Móveis,Pessoa Jurídica,Sem Promoção,49,9,2041-11-16,46,11,2041,72,72.0,648.0
Filial B,Macapá,M,Ar condicionado,Pessoa Física,Promoção B,29,12,2041-11-17,46,11,2041,168,134.4,1612.8000000000002
Filial E,Belém,F,Eletro-eletrônicos,Pessoa Física,Promoção A,95,7,2041-11-18,47,11,2041,31,27.900000000000002,195.3
Filial B,Rio Branco,F,Ar condicionado,Pessoa Física,Promoção A,4,5,2041-11-19,47,11,2041,143,128.70000000000002,643.5000000000001
Filial D,Manaus,M,Móveis,Pessoa Física,Promoção B,82,10,2041-11-20,47,11,2041,157,125.60000000000001,1256.0
Filial A,Porto Velho,F,Ar condicionado,Pessoa Jurídica,Promoção B,20,8,2041-11-21,47,11,2041,19,15.200000000000001,121.60000000000001
Filial C,Porto Velho,M,Eletro-eletrônicos,Pessoa Física,Promoção C,47,16,2041-11-22,47,11,2041,92,64.39999999999999,1030.3999999999999
Filial A,Macapá,M,Informática,Pessoa Jurídica,Sem Promoção,9,12,2041-11-23,47,11,2041,172,172.0,2064.0
Filial D,Manaus,F,Informática,Pessoa Jurídica,Promoção A,77,9,2041-11-24,47,11,2041,35,31.5,283.5
Filial A,Porto Velho,F,Móveis,Pessoa Física,Sem Promoção,79,10,2041-11-25,48,11,2041,80,80.0,800.0
Filial E,Palmas,M,Informática,Pessoa Jurídica,Promoção A,27,16,2041-11-26,48,11,2041,46,41.4,662.4
